Period,IDPROV,Province,Xcoord,Ycoord,IDDISTRICT,District,Event,Casualties,Injured,Missing,Affected,Displaced,House_HD,House_MD,House_SD,Flooded
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,486,,4,38,105,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,3,,,1,,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3516,MOJOKERTO,Forest Fires,,,,0,,,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,10,,2,,,
October 2018,11,ACEH,96.91028,4.2251,1103,ACEH SELATAN,Flood,,,,20329,77,,,,
October 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1674,KOTA LUBUK LINGGAU,Whirlwind,,,,0,,10,,5,
October 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7308,MAROS,Whirlwind,,,,0,,,,35,
October 2018,11,ACEH,96.91028,4.2251,1116,ACEH JAYA,Flood,,,,16756,,,,,
October 2018,11,ACEH,96.91028,4.2251,1115,NAGAN RAYA,Flood,,,,4855,,,,,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3516,MOJOKERTO,Forest Fires,,,,0,,,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,5,,1,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,1,,12,,1,,,
October 2018,14,RIAU,101.80779,0.51272,1473,KOTA DUMAI,Flood,,,,207,207,,,,733
October 2018,32,JAWA BARAT,107.6028,-6.91998,3211,SUMEDANG,Whirlwind,,,,15,,1,,3,
October 2018,11,ACEH,96.91028,4.2251,1111,ACEH UTARA,Flood,,,,0,,,,,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Whirlwind,,1,,0,,,1,3,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3208,KUNINGAN,Forest Fires,,,,0,,,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3208,KUNINGAN,Forest Fires,,,,0,,,,,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Drought,,,,3572,,,,,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3513,PROBOLINGGO,Forest Fires,,,,0,,,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3208,KUNINGAN,Drought,,,,5191,,,,,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Forest Fires,,,,0,,,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,0,,,,1,
October 2018,12,SUMATERA UTARA,99.05314,2.19191,1208,ASAHAN,Flood,,,,372,,,,,128
October 2018,75,GORONTALO,122.37605,0.68682,7502,GORONTALO,Whirlwind,,,,0,,,,3,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,0,,,,,
October 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6304,BARITO KUALA,Forest Fires,,,,0,,,,,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Forest Fires,,,,0,,,,,
October 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6207,LAMANDAU,Flood,,,,430,,,,,66
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,0,,,2,,
October 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Whirlwind,,,,0,,,,1,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,0,,,,,
October 2018,11,ACEH,96.91028,4.2251,1116,ACEH JAYA,Forest Fires,,,,0,,,,,
October 2018,11,ACEH,96.91028,4.2251,1107,ACEH BARAT,Forest Fires,,,,0,,,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,4,,,,1,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Flood,,,,1400,,,,,280
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Whirlwind,,,,4,,,,1,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Whirlwind,,,,6,,,,1,
October 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7318,TANA TORAJA,Whirlwind,,,,0,,,,1,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3372,KOTA SURAKARTA,Whirlwind,,,,0,,,1,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3216,BEKASI,Whirlwind,,,,15,,,1,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3216,BEKASI,Whirlwind,,,,0,,,1,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3208,KUNINGAN,Whirlwind,,,,5,,,,2,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3329,BREBES,Whirlwind,,,,0,,,,,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3507,MALANG,Whirlwind,,,,0,,,,104,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3513,PROBOLINGGO,Forest Fires,,,,0,,,,,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3307,WONOSOBO,Whirlwind,,,,0,,,1,6,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3573,KOTA MALANG,Whirlwind,,2,,0,,,,5,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3313,KARANGANYAR,Whirlwind,,,,0,,1,,3,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3301,CILACAP,Whirlwind,,,,0,,1,,,
October 2018,14,RIAU,101.80779,0.51272,1409,ROKAN HILIR,Flood,,,,4052,4052,,,,400
October 2018,32,JAWA BARAT,107.6028,-6.91998,3216,BEKASI,Whirlwind,,,,0,,,,8,
October 2018,64,KALIMANTAN TIMUR,116.4743,0.46538,6409,PENAJAM PASER UTARA,Forest Fires,,,,0,,,,,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3524,LAMONGAN,Whirlwind,,,,0,,,,23,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,6,3,,1,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,6,1,2,,,
October 2018,11,ACEH,96.91028,4.2251,1107,ACEH BARAT,Forest Fires,,,,0,,,,,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Whirlwind,,,,30,,,1,5,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,9,9,,,1,
October 2018,12,SUMATERA UTARA,99.05314,2.19191,1277,KOTA PADANG SIDEMPUAN,Flood,,,,2000,500,1,,,714
October 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Whirlwind,,,,20,,1,,3,
October 2018,11,ACEH,96.91028,4.2251,1107,ACEH BARAT,Forest Fires,,,,0,,,,,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3579,KOTA BATU,Forest Fires,,,,0,,,,,
October 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1671,KOTA PALEMBANG,Whirlwind,,,,0,,7,,27,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3374,KOTA SEMARANG,Whirlwind,,,,0,,,,2,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3217,BANDUNG BARAT,Landslide,,,,4,,,1,,
October 2018,13,SUMATERA BARAT,100.4671,-0.85066,1304,SIJUNJUNG,Flood,,,,0,,,,,20
October 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Whirlwind,,,,93,,,,24,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Whirlwind,,,,0,,,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,35,,,,,
October 2018,33,JAWA TENGAH,110.20062,-7.25939,3305,KEBUMEN,Whirlwind,,,,0,,1,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3217,BANDUNG BARAT,Landslide,,,,3,,,,1,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Whirlwind,,,,0,,,,1,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3524,LAMONGAN,Landslide,,,,243,18,,5,,
October 2018,71,SULAWESI UTARA,124.7604,1.17385,7106,MINAHASA UTARA,Whirlwind,,,,280,,12,23,21,
October 2018,18,LAMPUNG,105.02009,-4.91748,1802,TANGGAMUS,Flood,,,,0,,,,,
October 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6303,BANJAR,Forest Fires,,,,0,,,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,46,7,3,7,2,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3508,LUMAJANG,Forest Fires,,,,0,,,,,
October 2018,35,JAWA TIMUR,112.59767,-7.94595,3579,KOTA BATU,Forest Fires,,,,0,,,,,
October 2018,18,LAMPUNG,105.02009,-4.91748,1813,PESISIR BARAT,Flood,,,,0,,,,10,
October 2018,13,SUMATERA BARAT,100.4671,-0.85066,1306,PADANG PARIAMAN,Landslide,,,,0,,2,,,
October 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,0,,,1,,
October 2018,13,SUMATERA BARAT,100.4671,-0.85066,1373,KOTA SAWAHLUNTO,Landslide,,,,22,22,4,,12,
October 2018,14,RIAU,101.80779,0.51272,1407,ROKAN HULU,Flood,,,,0,,,,,966
October 2018,21,KEPULAUAN RIAU,104.49169,1.02469,2172,KOTA TANJUNG PINANG,Flood,1,,,0,,,,,
November 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1605,MUSI RAWAS,Flood,,,,0,,,,,16
November 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6372,KOTA BANJARBARU,Forest Fires,,,,0,,,,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3579,KOTA BATU,Forest Fires,,,,0,,,,,
November 2018,64,KALIMANTAN TIMUR,116.4743,0.46538,6405,BERAU,Whirlwind,,,,36,,1,,8,
November 2018,21,KEPULAUAN RIAU,104.49169,1.02469,2101,KARIMUN,Flood,,,,0,,,,,
November 2018,14,RIAU,101.80779,0.51272,1407,ROKAN HULU,Flood,,,,1550,,,,,
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1371,KOTA PADANG,Flood,2,,,3937,12,4,,,1400
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1307,AGAM,Flood,,2,,100,,,2,1,14
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1304,SIJUNJUNG,Flood,1,,,0,,2,1,,
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1302,PESISIR SELATAN,Flood,,,,0,,,,,368
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1301,KEPULAUAN MENTAWAI,Flood,,,,0,,,,,75
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1308,LIMA PULUH KOTA,Flood,,,,10,10,,,,440
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1375,KOTA BUKITTINGGI,Flood,,,,130,,,,,
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1306,PADANG PARIAMAN,Landslide,,,,0,,,8,,
November 2018,15,JAMBI,102.71981,-1.69842,1572,KOTA SUNGAI PENUH,Flood,,,,7625,,,,,606
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1306,PADANG PARIAMAN,Landslide,,,,19,,4,,2,
November 2018,15,JAMBI,102.71981,-1.69842,1501,KERINCI,Flood,,,,8,,1,,,
November 2018,11,ACEH,96.91028,4.2251,1116,ACEH JAYA,Flood,,,,0,,,,,
November 2018,15,JAMBI,102.71981,-1.69842,1503,SAROLANGUN,Landslide,,,,5,5,1,,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3522,BOJONEGORO,Whirlwind,,2,,0,,,1,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3304,BANJARNEGARA,Landslide,,,,0,,,,1,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3316,BLORA,Whirlwind,,,,0,,1,,1,
November 2018,14,RIAU,101.80779,0.51272,1401,KUANTAN SINGINGI,Flood,,,,49820,,,,,7235
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1372,KOTA SOLOK,Flood,,,,1054,,,,,
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1303,SOLOK,Flood,,,,0,,1,4,,17
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3579,KOTA BATU,Forest Fires,,,,8,,,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,15,15,,2,,
November 2018,21,KEPULAUAN RIAU,104.49169,1.02469,2171,KOTA BATAM,Whirlwind,,1,,103,,14,5,7,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3518,NGANJUK,Forest Fires,,,,0,,,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3316,BLORA,Whirlwind,,,,0,,1,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Whirlwind,,,,3,,1,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3218,PANGANDARAN,Flood,,,,0,,,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,6,,,,1,
November 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5207,SUMBAWA BARAT,Flood,,,,0,,,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3374,KOTA SEMARANG,Landslide,,,,6,,,2,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3206,TASIKMALAYA,Flood,6,,,9535,2045,7,,15,461
November 2018,32,JAWA BARAT,107.6028,-6.91998,3218,PANGANDARAN,Flood,1,,,5444,132,,,,691
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3503,TRENGGALEK,Landslide,,,,0,,,,1,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3203,CIANJUR,Landslide,,,,420,,,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3218,PANGANDARAN,Landslide,,,,0,,,2,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3305,KEBUMEN,Landslide,,,,0,,,,1,
November 2018,11,ACEH,96.91028,4.2251,1116,ACEH JAYA,Flood,,,,2041,,,,,
November 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Whirlwind,,,,132,,19,8,1,
November 2018,18,LAMPUNG,105.02009,-4.91748,1813,PESISIR BARAT,Flood,,,,350,,,,,250
November 2018,51,BALI,115.13213,-8.36978,5101,JEMBRANA,Whirlwind,,,,30,,,,6,
November 2018,11,ACEH,96.91028,4.2251,1102,ACEH SINGKIL,Flood,,,,22751,,,,,67
November 2018,32,JAWA BARAT,107.6028,-6.91998,3204,BANDUNG,Flood,,,,743,265,,,,350
November 2018,14,RIAU,101.80779,0.51272,1402,INDRAGIRI HULU,Flood,,,,1205,,,,241,
November 2018,18,LAMPUNG,105.02009,-4.91748,1802,TANGGAMUS,Flood,1,,,1725,100,136,12,,100
November 2018,12,SUMATERA UTARA,99.05314,2.19191,1202,MANDAILING NATAL,Flood,1,4,,1263,1263,145,,26,1000
November 2018,74,SULAWESI TENGGARA,122.07208,-4.12542,7414,BUTON TENGAH,Whirlwind,,,,100,,,,18,
November 2018,12,SUMATERA UTARA,99.05314,2.19191,1203,TAPANULI SELATAN,Flood,,5,,0,,1,,,
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1309,PASAMAN,Flood,,,1,0,,,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3217,BANDUNG BARAT,Landslide,,,,240,,,,48,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3503,TRENGGALEK,Landslide,,,,0,,,,1,
November 2018,76,SULAWESI BARAT,119.34408,-2.46158,7603,MAMASA,Earthquake,,,,15416,15416,,,17,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3305,KEBUMEN,Landslide,,,,0,,,,1,
November 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Flood,,,,24,,,,,5
November 2018,11,ACEH,96.91028,4.2251,1116,ACEH JAYA,Flood,,,,1228,,,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3204,BANDUNG,Flood,,,,0,,,2,1,22
November 2018,13,SUMATERA BARAT,100.4671,-0.85066,1377,KOTA PARIAMAN,Landslide,1,,2,0,,1,,,
November 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5205,DOMPU,Flood,,,,1500,,2,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3217,BANDUNG BARAT,Landslide,,,,6,4,1,1,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3503,TRENGGALEK,Landslide,,,,0,,,,1,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3509,JEMBER,Whirlwind,,,,0,,,1,1,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3204,BANDUNG,Landslide,,,,5,,,2,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Whirlwind,,,,0,,,,1,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Whirlwind,,,,2,,,,1,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Landslide,,,,5,,,,1,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,7,7,2,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,PURWOREJO,Landslide,,,,0,,1,,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3505,BLITAR,Flood,,,,0,,,1,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Flood,,,,7,7,2,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Landslide,,,,0,,,,,
November 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6213,MURUNG RAYA,Landslide,,,,6,,1,,,
November 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6203,KAPUAS,Flood,,,,0,,,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,12,,,3,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3509,JEMBER,Whirlwind,,,,0,,,1,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3501,PACITAN,Landslide,,,,0,,,,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3516,MOJOKERTO,Landslide,,,,0,,,,1,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3203,CIANJUR,Landslide,,,,0,,,,1,
November 2018,12,SUMATERA UTARA,99.05314,2.19191,1214,NIAS SELATAN,Landslide,1,,6,0,,,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3374,KOTA SEMARANG,Whirlwind,,,,0,,,,1,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Landslide,,,,0,,,1,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Flood,,,,5,5,,,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3509,JEMBER,Whirlwind,,,,0,,,1,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,25,,5,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3206,TASIKMALAYA,Whirlwind,,,,9,,,,2,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3502,PONOROGO,Landslide,,,,0,,,,1,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3577,KOTA MADIUN,Whirlwind,,,,0,,,1,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3217,BANDUNG BARAT,Landslide,,,,3,3,1,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3276,KOTA DEPOK,Landslide,,4,,0,,,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3218,PANGANDARAN,Landslide,,,,0,,,,1,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,16,16,,,3,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Landslide,,,,0,,,,2,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Landslide,,,,9,9,,,3,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3217,BANDUNG BARAT,Landslide,,,,8,8,2,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,11,,,2,2,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Whirlwind,,,,6,,1,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Whirlwind,,,,0,,8,,50,
November 2018,34,DI YOGYAKARTA,110.4458,-7.89495,3403,GUNUNGKIDUL,Whirlwind,,,,0,,1,,,
November 2018,76,SULAWESI BARAT,119.34408,-2.46158,7603,MAMASA,Flood,,,,20,20,4,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3202,SUKABUMI,Landslide,,,,0,,,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3278,KOTA TASIKMALAYA,Whirlwind,,,,5,,1,,,
November 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6203,KAPUAS,Flood,,,,456,,,,,105
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3305,KEBUMEN,Flood,,,,0,,,,,
November 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5318,NAGEKEO,Landslide,3,,,22,,5,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3305,KEBUMEN,Landslide,,,,0,,,,5,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3217,BANDUNG BARAT,Landslide,,,,12,12,3,,,
November 2018,11,ACEH,96.91028,4.2251,1113,GAYO LUES,Flood,,,,0,,,,,64
November 2018,16,SUMATERA SELATAN,104.17052,-3.21413,1671,KOTA PALEMBANG,Flood,,,,0,,,,,100
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Whirlwind,,,,0,,,,2,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3301,CILACAP,Flood,,,,13535,,,,,2704
November 2018,32,JAWA BARAT,107.6028,-6.91998,3218,PANGANDARAN,Flood,,,,7100,5360,,,,348
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,PURWOREJO,Landslide,,,,4,,,,1,
November 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Whirlwind,,,,2,,,1,1,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3206,TASIKMALAYA,Landslide,,,,0,,,,1,
November 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Landslide,,,,4,,,1,1,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3305,KEBUMEN,Landslide,,,,4,,1,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,PURWOREJO,Landslide,,,,17,5,1,2,5,
November 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6205,BARITO UTARA,Flood,,,,0,,,,,100
November 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6213,MURUNG RAYA,Flood,,,,0,,,,,100
November 2018,12,SUMATERA UTARA,99.05314,2.19191,1208,ASAHAN,Flood,,,,625,,,,,171
November 2018,72,SULAWESI TENGAH,121.55683,-1.41749,7210,SIGI,Flood,,,,2960,701,,,,196
November 2018,32,JAWA BARAT,107.6028,-6.91998,3208,KUNINGAN,Landslide,,,,8,,,1,1,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,PURWOREJO,Whirlwind,,,,1,1,1,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3307,WONOSOBO,Whirlwind,,,,0,,2,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,PURWOREJO,Landslide,,,,0,,,1,,
November 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6210,PULANG PISAU,Flood,,,,0,,,,,60
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3374,KOTA SEMARANG,Whirlwind,,,,0,,1,,,
November 2018,76,SULAWESI BARAT,119.34408,-2.46158,7605,PASANGKAYU,Flood,,,,200,,,,,40
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Landslide,,,,5,5,,,,
November 2018,52,NUSA TENGGARA BARAT,117.50748,-8.60668,5207,SUMBAWA BARAT,Whirlwind,,,,15,,,,3,
November 2018,76,SULAWESI BARAT,119.34408,-2.46158,7603,MAMASA,Earthquake,,,,22375,22375,29,35,175,
November 2018,14,RIAU,101.80779,0.51272,1405,SIAK,Flood,,,,30,,,,2,
November 2018,14,RIAU,101.80779,0.51272,1406,KAMPAR,Flood,,,,69445,,,,,
November 2018,11,ACEH,96.91028,4.2251,1110,BIREUEN,Flood,,,,152,43,3,,,24
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3522,BOJONEGORO,Whirlwind,,1,,5,5,1,,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3509,JEMBER,Whirlwind,,,,0,,,,1,
November 2018,12,SUMATERA UTARA,99.05314,2.19191,1275,KOTA MEDAN,Flood,,,,4722,,,,,862
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3318,PATI,Whirlwind,,1,,0,,,,113,
November 2018,11,ACEH,96.91028,4.2251,1111,ACEH UTARA,Flood,,,,14659,4278,3,,6,1505
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3315,GROBOGAN,Whirlwind,,,,205,,41,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Whirlwind,,,,0,,1,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3316,BLORA,Whirlwind,,,,0,,8,7,20,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3321,DEMAK,Whirlwind,,,,0,,,1,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3319,KUDUS,Whirlwind,,1,,0,,,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Whirlwind,,,,5,5,1,,,
November 2018,11,ACEH,96.91028,4.2251,1109,PIDIE,Flood,,,,0,,4,,,106
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3329,BREBES,Whirlwind,,,,0,,3,10,2,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3579,KOTA BATU,Whirlwind,,,,15,,,,,
November 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,3,,,,1,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3328,TEGAL,Whirlwind,,1,,0,,1,,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Whirlwind,,,,5,,,1,,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Whirlwind,,,,2,2,,,,
November 2018,53,NUSA TENGGARA TIMUR,121.98602,-8.64997,5315,MANGGARAI BARAT,Whirlwind,,7,,509,,47,68,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3520,MAGETAN,Whirlwind,,1,,0,,,,1,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3518,NGANJUK,Whirlwind,,,,0,,1,,8,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3506,KEDIRI,Whirlwind,1,1,,0,,,,,
November 2018,35,JAWA TIMUR,112.59767,-7.94595,3512,SITUBONDO,Whirlwind,,,,0,,16,11,238,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3519,MADIUN,Whirlwind,,,,0,,,4,3,
November 2018,33,JAWA TENGAH,110.20062,-7.25939,3318,PATI,Whirlwind,,,,0,,,3,28,
